Platform,Product_ID,Product_Category,Product_Subcategory,Product_Price,Discount_%,Stock_Count,Review_ID,Seller_ID,Rating,Review_Text,Review_Length,Sentiment_Score,Verified_Purchase,Delivery_Days,Return_Requested,Damage_Reported,Complaint_Type,IP_Address,Device_Fingerprint,Review_Timestamp,IP_Review_Frequency,Device_Reuse_Count,Burst_Review_Flag,Fraud_Label
Quikr,P1337,Furniture,Dining Table,103001,62,251,R130,S468,3,Super product awesome awesome,4,-0.136,No,3,No,No,,192.168.37.42,DEV-5390,02-01-2026 03:22,25,23,No,Genuine
Facebook Marketplace,P1596,Lighting,LED Strip,14265,16,2,R131,S632,4,Product matches description perfectly,4,0.523,Yes,5,Yes,No,,10.0.0.4,DEV-9395,01-10-2025 17:26,7,1,Yes,Genuine
WhatsApp Business,P1450,Bedding,Bedsheet,78540,46,442,R132,S789,1,Received wrong item,3,-0.224,Yes,18,Yes,No,Fake Product,192.168.124.86,DEV-7237,27-12-2025 13:51,9,9,No,Complaint
Meesho,P1100,Kitchen,Storage Jar,8592,26,222,R133,S566,4,Product matches description perfectly,4,-0.032,Yes,12,No,No,,192.168.253.100,DEV-8501,19-01-2026 08:14,9,10,No,Genuine
Instagram,P1621,Lighting,Ceiling Light,105691,47,225,R134,S686,4,Highly recommend this seller,4,-0.728,No,20,Yes,No,,192.168.90.203,DEV-6228,13-11-2025 04:16,32,19,No,Genuine
Telegram,P1335,Kitchen,Spice Rack,107319,55,186,R135,S234,5,Very satisfied with the purchase,5,0.184,Yes,18,Yes,No,,192.168.236.107,DEV-8183,13-11-2025 05:17,5,14,No,Genuine
YouTube Live,P571,Storage,Shoe Rack,32022,37,337,R136,S316,4,Worth the price and good packaging,6,-0.852,No,19,No,No,,192.168.214.18,DEV-6890,15-08-2025 19:25,39,21,No,Genuine
WhatsApp Business,P448,Electronics,Earbuds,86493,50,85,R137,S1326,5,Excellent quality and fast delivery,5,0.126,No,11,No,No,,10.0.0.1,DEV-5239,08-12-2025 11:06,33,24,Yes,Fake
Telegram,P1826,Lighting,Ceiling Light,60994,80,353,R138,S1025,2,Very disappointed with the product,5,-0.034,No,14,Yes,No,Poor Quality,192.168.43.59,DEV-3321,23-10-2025 11:14,20,11,No,Complaint
YouTube Live,P848,Bedding,Blanket,45952,65,49,R139,S898,4,Product matches description perfectly,4,-0.866,Yes,4,Yes,No,,192.168.55.84,DEV-4996,23-08-2025 10:09,12,18,No,Genuine
Facebook Marketplace,P1356,Bedding,Blanket,60862,34,408,R140,S830,2,Received wrong item,3,-0.209,Yes,15,Yes,No,Wrong Item,192.168.199.2,DEV-4519,14-12-2025 08:48,18,25,No,Complaint
WhatsApp Business,P2365,Furniture,Coffee Table,24805,51,166,R141,S404,4,Excellent quality and fast delivery,5,-0.475,No,17,No,No,,192.168.200.58,DEV-6700,22-10-2025 03:17,30,20,No,Genuine
Facebook Marketplace,P2760,Storage,Shoe Rack,80841,80,43,R142,S1377,2,Very disappointed with the product,5,-0.523,Yes,6,Yes,No,Poor Quality,192.168.72.198,DEV-7852,08-01-2026 02:16,37,13,No,Complaint
Quikr,P761,Kitchen,Utensil Holder,70735,27,284,R143,S342,4,Product matches description perfectly,4,-0.719,No,15,Yes,No,,192.168.4.248,DEV-3236,18-12-2025 05:55,25,18,No,Genuine
YouTube Live,P1676,Storage,Shoe Rack,54777,61,250,R144,S343,1,Item arrived damaged,3,-0.416,No,8,Yes,No,Late Delivery,192.168.86.234,DEV-9115,11-08-2025 03:24,33,4,No,Complaint
WhatsApp Business,P1098,Electronics,Speaker,108209,51,277,R145,S86,4,Highly recommend this seller,4,-0.563,No,4,Yes,No,,192.168.16.230,DEV-5305,23-10-2025 09:04,6,15,No,Genuine
WhatsApp Business,P971,Home Decor,Showpiece,90626,49,440,R146,S1456,5,Worth the price and good packaging,6,-0.668,Yes,7,Yes,No,,192.168.179.143,DEV-9827,27-12-2025 23:40,21,23,No,Genuine
Meesho,P1186,Bedding,Cushion,112761,70,460,R147,S1392,1,Received wrong item,3,0.838,No,5,Yes,No,Wrong Item,192.168.67.127,DEV-3396,02-11-2025 00:27,16,25,No,Complaint
Quikr,P2005,Home Decor,Showpiece,83190,39,321,R148,S849,4,Worth the price and good packaging,6,-0.849,Yes,13,No,No,,192.168.188.232,DEV-8996,31-10-2025 03:05,38,1,No,Genuine
WhatsApp Business,P2994,Kitchen,Utensil Holder,87350,50,435,R149,S130,5,Worth the price and good packaging,6,-0.564,No,7,No,No,,192.168.145.172,DEV-9967,10-01-2026 17:50,37,16,No,Genuine
OLX,P2796,Electronics,Smartphone,6321,17,320,R150,S942,1,Item arrived damaged,3,-0.117,Yes,14,Yes,Yes,Damaged Product,10.0.0.2,DEV-5945,31-12-2025 09:49,18,3,Yes,Complaint
OLX,P1026,Furniture,Dining Table,87398,26,26,R151,S812,3,Received wrong item,3,0.311,Yes,1,Yes,No,Battery Issue,192.168.67.115,DEV-9510,18-09-2025 05:55,1,1,No,Complaint
OLX,P494,Electronics,Power Bank,91268,21,244,R152,S146,2,Very disappointed with the product,5,0.462,Yes,4,Yes,No,Color Mismatch,192.168.153.70,DEV-7270,09-01-2026 19:32,10,3,No,Complaint
Instagram,P2500,Storage,Organizer Box,57984,49,369,R153,S437,2,Battery drains quickly,3,0.373,Yes,3,Yes,No,Color Mismatch,192.168.71.63,DEV-7291,22-10-2025 07:13,28,11,No,Complaint
Facebook Marketplace,P1015,Lighting,Lamp,32827,75,307,R154,S1229,5,Product matches description perfectly,4,0.558,Yes,10,Yes,No,,192.168.96.200,DEV-5842,07-02-2026 10:09,16,16,No,Genuine
Quikr,P462,Home Decor,Vase,83934,14,270,R155,S25,3,Item arrived damaged,3,-0.226,No,12,Yes,No,Poor Quality,192.168.37.8,DEV-2106,22-02-2026 06:27,17,7,No,Complaint
Instagram,P248,Electronics,Power Bank,66702,41,321,R156,S1460,5,Worth the price and good packaging,6,-0.153,No,3,Yes,No,,192.168.158.40,DEV-9377,15-12-2025 07:24,10,18,No,Genuine
OLX,P1601,Bedding,Bedsheet,40954,60,373,R157,S489,1,Very disappointed with the product,5,0.849,Yes,15,Yes,No,Battery Issue,192.168.28.158,DEV-3877,14-01-2026 19:16,1,23,No,Complaint
Facebook Marketplace,P2874,Furniture,Bed,65365,49,267,R158,S1060,3,"Not as described, poor quality",5,-0.746,No,4,Yes,No,Wrong Item,192.168.219.139,DEV-9582,04-02-2026 00:51,17,23,No,Complaint
WhatsApp Business,P2033,Kitchen,Utensil Holder,47502,12,255,R159,S1161,2,Item arrived damaged,3,-0.49,Yes,19,Yes,No,Poor Quality,192.168.59.116,DEV-9336,26-02-2026 08:32,3,1,No,Complaint
Telegram,P189,Kitchen,Spice Rack,50497,24,91,R160,S73,5,Worth the price and good packaging,6,-0.551,Yes,14,No,No,,192.168.39.190,DEV-2956,28-08-2025 12:04,4,6,No,Genuine
Telegram,P2113,Furniture,Wardrobe,9334,64,443,R161,S579,3,Very disappointed with the product,5,0.106,Yes,12,Yes,No,Poor Quality,192.168.155.124,DEV-8600,16-10-2025 04:57,38,16,No,Complaint
Telegram,P2239,Electronics,Earbuds,20035,5,477,R162,S840,1,Battery drains quickly,3,-0.307,Yes,11,Yes,No,Battery Issue,10.0.0.4,DEV-6038,20-01-2026 10:39,14,17,Yes,Complaint
Telegram,P1720,Kitchen,Storage Jar,18961,40,47,R163,S90,2,Super product awesome awesome,4,0.402,No,15,Yes,No,,192.168.43.48,DEV-9280,09-01-2026 16:19,26,3,No,Genuine
Instagram,P1782,Storage,Organizer Box,31334,42,133,R164,S646,4,Product matches description perfectly,4,-0.364,No,8,Yes,No,,192.168.69.55,DEV-3546,19-01-2026 19:43,11,15,No,Genuine
YouTube Live,P1287,Kitchen,Storage Jar,70544,50,493,R165,S426,4,Product matches description perfectly,4,-0.073,Yes,3,Yes,No,,192.168.155.20,DEV-4522,30-10-2025 22:40,10,3,No,Genuine
Telegram,P1458,Kitchen,Utensil Holder,6716,43,133,R166,S357,1,Received wrong item,3,0.112,Yes,4,Yes,No,Color Mismatch,192.168.71.62,DEV-1195,04-02-2026 20:06,15,5,No,Complaint
Telegram,P1641,Lighting,Lamp,76626,80,132,R167,S154,1,Item arrived damaged,3,0.805,No,5,Yes,Yes,Damaged Product,10.0.0.3,DEV-3007,11-02-2026 17:53,30,2,Yes,Complaint
Facebook Marketplace,P2351,Kitchen,Utensil Holder,52073,68,15,R168,S784,4,Very satisfied with the purchase,5,-0.292,Yes,9,No,No,,192.168.76.17,DEV-5026,11-11-2025 20:18,32,14,No,Genuine
YouTube Live,P250,Furniture,Dining Table,50502,22,214,R169,S409,5,Very satisfied with the purchase,5,0.262,Yes,13,No,No,,192.168.248.176,DEV-9231,02-11-2025 04:45,25,9,No,Genuine
Facebook Marketplace,P107,Lighting,Chandelier,4140,40,29,R170,S967,5,Product matches description perfectly,4,0.534,Yes,6,Yes,No,,10.0.0.2,DEV-5366,16-08-2025 23:31,4,25,Yes,Genuine
Telegram,P2359,Electronics,Power Bank,46804,27,90,R171,S485,5,Product matches description perfectly,4,0.612,No,19,Yes,No,,192.168.180.72,DEV-4084,01-09-2025 01:50,35,10,No,Genuine
Facebook Marketplace,P2009,Furniture,Sofa,7662,34,308,R172,S449,1,Super product awesome awesome,4,-0.999,Yes,5,Yes,No,,192.168.90.165,DEV-1975,19-02-2026 07:30,10,19,No,Genuine
Facebook Marketplace,P455,Electronics,Speaker,113109,51,491,R173,S149,3,Battery drains quickly,3,-0.798,No,11,Yes,No,Color Mismatch,192.168.223.249,DEV-6198,25-12-2025 20:46,36,23,No,Complaint
OLX,P915,Storage,Drawer Unit,107052,27,193,R174,S629,3,Item arrived damaged,3,0.458,No,19,Yes,No,Wrong Item,10.0.0.3,DEV-4619,05-08-2025 09:07,7,16,Yes,Complaint
Facebook Marketplace,P1357,Storage,Organizer Box,31494,49,163,R175,S344,1,Received wrong item,3,-0.977,Yes,8,Yes,No,Poor Quality,192.168.179.131,DEV-2770,26-02-2026 19:47,4,13,No,Complaint
YouTube Live,P1719,Home Decor,Vase,64929,53,179,R176,S1119,4,Excellent quality and fast delivery,5,0.658,Yes,6,No,No,,10.0.0.1,DEV-5831,19-02-2026 23:32,21,9,Yes,Genuine
WhatsApp Business,P304,Lighting,Chandelier,116682,53,82,R177,S1500,1,Best best best must buy,5,-0.324,No,1,Yes,No,,192.168.84.222,DEV-3573,07-02-2026 19:00,7,11,No,Genuine
Telegram,P779,Kitchen,Utensil Holder,72928,74,135,R178,S1353,3,Item arrived damaged,3,-0.808,No,19,No,No,Fake Product,10.0.0.3,DEV-1062,24-09-2025 14:30,6,10,Yes,Complaint
YouTube Live,P818,Furniture,Sofa,27425,26,326,R179,S598,1,Very disappointed with the product,5,-0.383,No,16,Yes,No,Missing Parts,192.168.135.46,DEV-9914,09-10-2025 04:43,12,12,No,Complaint
Quikr,P1514,Home Decor,Vase,6148,38,225,R180,S953,3,"Not as described, poor quality",5,0.128,Yes,4,Yes,No,Battery Issue,192.168.211.116,DEV-1999,09-10-2025 08:23,34,14,No,Complaint
YouTube Live,P2346,Home Decor,Vase,39471,15,202,R181,S1463,1,Amazing amazing amazing product,4,-0.759,No,6,Yes,No,,192.168.85.108,DEV-4157,12-01-2026 08:21,3,14,No,Genuine
WhatsApp Business,P2799,Kitchen,Storage Jar,108115,23,427,R182,S1219,3,Very disappointed with the product,5,-0.826,No,18,No,No,Poor Quality,192.168.234.6,DEV-9561,27-09-2025 12:30,8,14,No,Complaint
Facebook Marketplace,P608,Bedding,Bedsheet,14145,77,399,R183,S207,3,100% trusted seller highly recommend,5,0.756,No,13,No,No,,192.168.242.19,DEV-3821,19-11-2025 00:22,26,5,No,Genuine
Quikr,P159,Kitchen,Spice Rack,90807,35,25,R184,S974,3,Very disappointed with the product,5,-0.324,No,10,No,No,Poor Quality,192.168.50.116,DEV-3201,09-11-2025 21:20,29,25,No,Complaint
OLX,P1104,Storage,Shoe Rack,79595,16,96,R185,S905,2,Received wrong item,3,0.519,No,2,Yes,No,Color Mismatch,192.168.81.33,DEV-6097,26-08-2025 18:32,26,5,No,Complaint
Instagram,P712,Home Decor,Mirror,110004,12,127,R186,S68,4,Excellent quality and fast delivery,5,0.836,Yes,9,No,No,,192.168.203.63,DEV-1500,01-12-2025 04:53,24,16,No,Genuine
YouTube Live,P728,Electronics,Power Bank,77223,75,179,R187,S706,2,Very disappointed with the product,5,-0.43,No,2,Yes,No,Fake Product,10.0.0.5,DEV-4511,08-12-2025 16:47,15,22,Yes,Complaint
Telegram,P1103,Storage,Shoe Rack,67576,7,442,R188,S1398,1,Item arrived damaged,3,0.295,Yes,8,Yes,No,Missing Parts,192.168.156.140,DEV-7943,13-10-2025 05:17,23,15,No,Complaint
Meesho,P894,Kitchen,Spice Rack,89061,71,422,R189,S1278,4,Highly recommend this seller,4,-0.795,No,18,No,No,,192.168.55.246,DEV-2045,27-10-2025 20:29,18,21,No,Genuine
OLX,P1135,Lighting,LED Strip,24988,24,264,R190,S493,1,"Not as described, poor quality",5,0.362,Yes,16,Yes,No,Color Mismatch,192.168.132.214,DEV-7628,08-10-2025 22:11,3,19,No,Complaint
Telegram,P1406,Storage,Drawer Unit,29445,73,326,R191,S975,3,100% trusted seller highly recommend,5,0.691,Yes,10,Yes,No,,192.168.132.93,DEV-6499,25-01-2026 18:40,15,12,No,Genuine
Telegram,P1258,Kitchen,Spice Rack,49017,38,299,R192,S603,4,Excellent quality and fast delivery,5,-0.059,Yes,16,Yes,No,,192.168.195.152,DEV-7768,07-02-2026 14:34,10,5,No,Genuine
Telegram,P1404,Kitchen,Utensil Holder,117326,63,73,R193,S648,2,Received wrong item,3,-0.335,Yes,11,Yes,Yes,Damaged Product,192.168.2.231,DEV-5481,13-12-2025 01:22,11,19,No,Complaint
Facebook Marketplace,P2006,Electronics,Smartphone,17261,60,324,R194,S880,4,Worth the price and good packaging,6,0.931,No,1,Yes,No,,192.168.191.7,DEV-6279,17-08-2025 22:44,13,1,No,Genuine
Instagram,P2567,Storage,Organizer Box,29957,49,159,R195,S265,1,Battery drains quickly,3,0.177,Yes,3,Yes,No,Color Mismatch,192.168.152.148,DEV-8469,21-08-2025 20:38,39,17,No,Complaint
OLX,P1777,Storage,Organizer Box,45222,67,183,R196,S386,2,Very disappointed with the product,5,-0.543,Yes,7,Yes,No,Color Mismatch,192.168.86.63,DEV-7006,13-02-2026 16:29,25,21,No,Complaint
Meesho,P2191,Bedding,Bedsheet,78146,11,338,R197,S222,1,Very disappointed with the product,5,-0.166,No,4,Yes,No,Late Delivery,192.168.242.78,DEV-4366,23-02-2026 21:40,20,14,No,Complaint
WhatsApp Business,P2714,Bedding,Cushion,81931,22,214,R198,S215,5,Highly recommend this seller,4,-0.765,Yes,4,No,No,,10.0.0.2,DEV-5308,20-08-2025 19:39,13,12,Yes,Genuine
Quikr,P1210,Home Decor,Wall Art,72145,68,466,R199,S426,4,Product matches description perfectly,4,-0.531,Yes,3,Yes,No,,192.168.252.76,DEV-2475,24-08-2025 23:38,5,24,No,Genuine
WhatsApp Business,P1049,Storage,Organizer Box,60167,42,135,R200,S951,1,Item arrived damaged,3,0.748,No,12,Yes,Yes,Damaged Product,192.168.160.218,DEV-2898,23-01-2026 16:52,3,1,No,Complaint
Facebook Marketplace,P2718,Storage,Organizer Box,43378,50,457,R201,S897,5,Product matches description perfectly,4,0.757,Yes,12,No,No,,10.0.0.4,DEV-7557,14-09-2025 01:41,18,13,Yes,Genuine
YouTube Live,P1728,Storage,Organizer Box,15118,21,356,R202,S1488,1,Very disappointed with the product,5,-0.168,No,19,Yes,No,Wrong Item,192.168.92.194,DEV-6875,16-02-2026 19:10,9,16,No,Complaint
YouTube Live,P463,Kitchen,Spice Rack,6325,13,133,R203,S1342,3,Battery drains quickly,3,0.535,Yes,11,Yes,No,Late Delivery,192.168.127.246,DEV-6664,10-10-2025 03:52,10,18,No,Complaint
Instagram,P48,Storage,Organizer Box,66565,65,436,R204,S1016,2,Received wrong item,3,-0.359,No,9,Yes,Yes,Damaged Product,10.0.0.2,DEV-7203,03-10-2025 11:05,16,3,Yes,Complaint
YouTube Live,P1820,Electronics,Speaker,59033,16,438,R205,S1021,4,Product matches description perfectly,4,-0.763,No,1,Yes,No,,192.168.18.0,DEV-2489,08-11-2025 09:21,33,18,No,Genuine
Telegram,P2682,Storage,Shoe Rack,44976,51,422,R206,S112,2,"Not as described, poor quality",5,0.12,No,12,Yes,No,Missing Parts,192.168.58.49,DEV-4633,26-02-2026 11:47,22,12,No,Complaint
Meesho,P2244,Bedding,Cushion,92325,18,23,R207,S337,4,Very satisfied with the purchase,5,0.644,No,4,No,No,,192.168.96.61,DEV-7437,10-12-2025 19:08,30,7,No,Genuine
OLX,P442,Electronics,Power Bank,6394,80,63,R208,S923,4,Highly recommend this seller,4,0.912,Yes,16,Yes,No,,192.168.24.221,DEV-8912,26-08-2025 05:06,12,23,No,Genuine
Facebook Marketplace,P2993,Electronics,Earbuds,13873,54,336,R209,S1230,5,Product matches description perfectly,4,0.008,No,14,Yes,No,,192.168.175.150,DEV-8419,09-01-2026 17:33,9,14,No,Genuine
Meesho,P2874,Bedding,Cushion,93606,75,323,R210,S446,2,Battery drains quickly,3,0.429,No,5,Yes,No,Battery Issue,192.168.91.165,DEV-2890,22-10-2025 01:04,36,16,No,Complaint
Quikr,P2762,Storage,Drawer Unit,37777,59,413,R211,S27,5,Excellent quality and fast delivery,5,-0.949,Yes,2,Yes,No,,10.0.0.2,DEV-5695,28-11-2025 01:32,10,2,Yes,Genuine
Meesho,P836,Electronics,Speaker,4534,50,416,R212,S927,1,Amazing amazing amazing product,4,0.485,No,8,Yes,No,,192.168.147.24,DEV-7251,09-10-2025 04:28,27,22,No,Genuine
OLX,P2262,Furniture,Sofa,97774,37,103,R213,S1271,4,Very satisfied with the purchase,5,0.823,No,19,Yes,No,,192.168.99.150,DEV-8353,24-12-2025 16:36,5,6,No,Genuine
Facebook Marketplace,P2105,Furniture,Wardrobe,5626,59,142,R214,S1140,3,Item arrived damaged,3,0.168,No,1,No,No,Wrong Item,192.168.79.20,DEV-3518,01-11-2025 19:47,39,2,No,Complaint
Meesho,P2010,Electronics,Speaker,72410,50,37,R215,S1450,3,Amazing amazing amazing product,4,0.914,Yes,17,Yes,No,,192.168.206.47,DEV-6724,08-12-2025 18:07,14,22,No,Genuine
OLX,P1357,Lighting,LED Strip,28932,72,243,R216,S1150,1,"Not as described, poor quality",5,-0.109,Yes,2,Yes,Yes,Damaged Product,192.168.164.195,DEV-2857,09-10-2025 19:08,17,18,No,Complaint
Meesho,P102,Bedding,Cushion,67711,70,228,R217,S997,1,Item arrived damaged,3,-0.359,Yes,4,Yes,No,Fake Product,10.0.0.5,DEV-9736,24-02-2026 14:55,5,7,Yes,Complaint
Telegram,P2808,Kitchen,Storage Jar,27245,73,424,R218,S1440,4,Excellent quality and fast delivery,5,0.494,Yes,1,No,No,,192.168.19.44,DEV-2200,07-02-2026 12:46,12,9,No,Genuine
WhatsApp Business,P2356,Electronics,Earbuds,119704,38,208,R219,S795,4,Worth the price and good packaging,6,-0.134,Yes,13,Yes,No,,192.168.32.23,DEV-2189,20-10-2025 01:21,33,4,No,Genuine
Meesho,P2810,Lighting,Lamp,37199,61,195,R220,S810,1,Item arrived damaged,3,0.067,Yes,13,Yes,No,Missing Parts,192.168.151.73,DEV-5883,14-10-2025 10:31,1,18,No,Complaint
Facebook Marketplace,P505,Furniture,Sofa,75367,55,275,R221,S1122,1,Item arrived damaged,3,0.497,No,7,Yes,No,Fake Product,192.168.72.82,DEV-4014,08-12-2025 21:42,40,9,No,Complaint
Telegram,P470,Home Decor,Showpiece,112006,11,435,R222,S1125,4,Highly recommend this seller,4,-0.854,Yes,9,Yes,No,,10.0.0.5,DEV-8982,29-10-2025 19:57,23,5,Yes,Genuine
Telegram,P410,Lighting,Lamp,118280,29,162,R223,S996,4,Product matches description perfectly,4,0.233,No,19,Yes,No,,192.168.186.161,DEV-8017,27-12-2025 21:23,1,11,No,Genuine
Telegram,P908,Storage,Drawer Unit,84295,60,141,R224,S737,2,Received wrong item,3,-0.074,No,10,Yes,No,Poor Quality,192.168.55.89,DEV-2343,17-11-2025 02:55,9,18,No,Complaint
Telegram,P1079,Storage,Drawer Unit,10322,14,456,R225,S39,5,Excellent quality and fast delivery,5,0.625,No,19,Yes,No,,192.168.133.241,DEV-3435,17-10-2025 02:24,26,8,No,Genuine
Meesho,P549,Kitchen,Utensil Holder,67200,16,203,R226,S746,5,Excellent quality and fast delivery,5,0.325,Yes,17,Yes,No,,192.168.91.74,DEV-8921,19-10-2025 15:46,3,8,No,Genuine
YouTube Live,P950,Furniture,Dining Table,48722,34,21,R227,S1370,2,100% trusted seller highly recommend,5,-0.224,No,2,Yes,No,,10.0.0.3,DEV-2691,21-08-2025 11:09,18,24,Yes,Genuine
Meesho,P2371,Bedding,Curtain,49669,53,187,R228,S1204,1,100% trusted seller highly recommend,5,-0.247,Yes,17,Yes,No,,192.168.176.249,DEV-8898,24-02-2026 21:19,33,5,No,Genuine
YouTube Live,P679,Home Decor,Wall Art,67741,40,108,R229,S308,2,"Not as described, poor quality",5,0.204,Yes,8,Yes,No,Wrong Item,192.168.169.58,DEV-8889,05-09-2025 23:02,31,7,No,Complaint
Facebook Marketplace,P2652,Electronics,Power Bank,3242,36,22,R230,S262,5,Highly recommend this seller,4,-0.678,Yes,19,Yes,No,,10.0.0.3,DEV-3949,23-08-2025 04:30,26,20,Yes,Genuine
Instagram,P2948,Storage,Drawer Unit,107949,41,484,R231,S176,2,Battery drains quickly,3,0.986,No,6,Yes,No,Missing Parts,10.0.0.4,DEV-3338,23-12-2025 01:39,40,22,Yes,Complaint
Meesho,P687,Storage,Drawer Unit,45214,63,305,R232,S1210,1,Received wrong item,3,-0.229,Yes,1,Yes,No,Battery Issue,10.0.0.5,DEV-7877,03-01-2026 20:05,39,4,Yes,Complaint
Facebook Marketplace,P1950,Bedding,Bedsheet,115348,73,257,R233,S241,1,Item arrived damaged,3,0.804,Yes,14,Yes,No,Missing Parts,192.168.189.22,DEV-9680,24-09-2025 02:42,15,16,No,Complaint
Quikr,P1436,Bedding,Bedsheet,56069,22,130,R234,S978,2,"Not as described, poor quality",5,0.197,No,9,Yes,Yes,Damaged Product,10.0.0.1,DEV-9561,15-01-2026 09:22,34,1,Yes,Complaint
Quikr,P2682,Home Decor,Clock,53888,51,54,R235,S317,4,Highly recommend this seller,4,-0.493,No,19,No,No,,192.168.203.104,DEV-7770,10-08-2025 06:37,36,16,No,Genuine
Facebook Marketplace,P1517,Bedding,Blanket,33563,44,295,R236,S706,4,Very satisfied with the purchase,5,0.71,Yes,8,No,No,,192.168.82.51,DEV-4513,26-08-2025 05:00,26,11,No,Genuine
Instagram,P659,Kitchen,Utensil Holder,993,16,421,R237,S298,4,Highly recommend this seller,4,-0.129,Yes,9,Yes,No,,192.168.19.196,DEV-7564,21-08-2025 14:22,19,23,No,Genuine
Instagram,P718,Storage,Shoe Rack,57836,6,103,R238,S1346,5,Product matches description perfectly,4,-0.611,Yes,20,Yes,No,,192.168.184.122,DEV-1004,31-12-2025 23:12,6,9,No,Genuine
Quikr,P1447,Storage,Shoe Rack,53443,80,102,R239,S1061,1,Very disappointed with the product,5,0.099,No,12,Yes,Yes,Damaged Product,192.168.141.115,DEV-4187,14-09-2025 17:14,26,19,No,Complaint
Instagram,P1070,Home Decor,Vase,66653,18,286,R240,S149,5,Product matches description perfectly,4,-0.32,Yes,17,No,No,,192.168.128.226,DEV-7178,06-08-2025 05:56,31,25,No,Genuine
Telegram,P1392,Electronics,Power Bank,89637,63,459,R241,S1202,1,Very disappointed with the product,5,-0.484,No,8,Yes,No,Missing Parts,192.168.117.161,DEV-7757,21-10-2025 17:34,34,18,No,Complaint
Instagram,P2871,Electronics,Smartwatch,32839,41,47,R242,S818,3,Battery drains quickly,3,0.863,No,11,No,Yes,Damaged Product,10.0.0.5,DEV-5408,22-12-2025 17:47,13,16,Yes,Complaint
Telegram,P962,Storage,Organizer Box,114692,38,105,R243,S470,2,Battery drains quickly,3,-0.288,Yes,4,Yes,No,Battery Issue,192.168.252.3,DEV-9871,11-02-2026 21:40,31,12,No,Complaint
OLX,P2017,Bedding,Cushion,64630,28,391,R244,S1047,3,Item arrived damaged,3,0.5,Yes,2,No,No,Color Mismatch,192.168.16.177,DEV-7450,25-12-2025 15:33,30,4,No,Complaint
YouTube Live,P1293,Storage,Organizer Box,1849,31,194,R245,S1190,1,"Not as described, poor quality",5,0.226,No,6,Yes,No,Poor Quality,192.168.121.137,DEV-8722,25-10-2025 08:57,24,6,No,Complaint
YouTube Live,P1737,Home Decor,Vase,92143,52,186,R246,S821,3,Item arrived damaged,3,0.143,Yes,4,No,No,Missing Parts,192.168.221.195,DEV-4212,05-01-2026 04:34,10,16,No,Complaint
Instagram,P724,Kitchen,Spice Rack,17925,71,273,R247,S1476,3,"Not as described, poor quality",5,-0.498,Yes,13,Yes,No,Missing Parts,192.168.30.110,DEV-5166,06-09-2025 18:55,7,15,No,Complaint
OLX,P1065,Lighting,LED Strip,73746,76,477,R248,S528,3,Received wrong item,3,-0.758,Yes,19,Yes,No,Late Delivery,192.168.145.181,DEV-6326,25-08-2025 10:39,32,25,No,Complaint
YouTube Live,P322,Kitchen,Utensil Holder,37855,64,323,R249,S297,2,Received wrong item,3,0.263,No,3,Yes,No,Poor Quality,10.0.0.3,DEV-4739,05-11-2025 03:44,21,21,Yes,Complaint
Meesho,P2910,Lighting,Ceiling Light,35853,61,399,R250,S744,5,Highly recommend this seller,4,0.931,No,6,Yes,No,,192.168.64.120,DEV-5122,29-01-2026 03:22,14,6,No,Genuine
Quikr,P422,Furniture,Sofa,115471,65,280,R251,S111,1,Battery drains quickly,3,0.53,Yes,4,Yes,No,Color Mismatch,192.168.79.43,DEV-7387,06-11-2025 15:39,15,8,No,Complaint
